token,username,timestamp_creacion,timestamp_ultimo_heartbeat,estado
feb39bc2eb1fe1b6ca41f30ad39199b2,w,2026-09-04T15:35:53-04:00,2026-09-04T15:36:02-04:00,ACTIVO
